Gadget Type,Gender,Language,Product Name,Opinion,Sentiment
Headphones,Male,English,ZEBRONICS Zeb-Thunder PRO On-Ear Wireless Headphone,Good,Neutral
Headphones,Male,English,ZEBRONICS Zeb-Thunder PRO On-Ear Wireless Headphone,It's fine but it has latency,Neutral
Headphones,Male,English,ZEBRONICS Zeb-Thunder PRO On-Ear Wireless Headphone,"The Zebronic Zeb Thunder headphones provide decent sound quality, but their audio leakage is noticeable, making sound hearable outside the headphones. The build feels somewhat flimsy, and comfort is average, which may lead to discomfort during extended use. The controls are functional but not very intuitive. While they are a budget-friendly choice, improvements in durability, comfort, and sound isolation would be beneficial.",Positive
Headphones,Male,English,ZEBRONICS Zeb-Thunder PRO On-Ear Wireless Headphone,"This headphone is good for normal usage but not for gaming. It has ANC support which is good for calls but it doesn't fully cancels noise when you're listening to music or on calls. For its design it's minimalistic & with bluetooth 5.3, connectivity is better.",Positive
Headphones,Female,English,ZEBRONICS Zeb-Thunder PRO On-Ear Wireless Headphone,"Bass is not deep but ok for this price! Low bass lovers will love it! Build quality is average, cushions are comfy, light weight, perfect fit for small ears, worth for this price! When you get this in offer below 800 just grab it!",Positive
Washing Machine,Male,English,LG-Inverter-Fully-Automatic-Washing,Nice,Neutral
Washing Machine,Male,English,LG-Inverter-Fully-Automatic-Washing,Product is good but instalation engineer still not came for demo,Neutral
Washing Machine,Male,English,LG-Inverter-Fully-Automatic-Washing,Good product,Neutral
Washing Machine,Male,English,LG-Inverter-Fully-Automatic-Washing,best to use ... just 30min will clean perfectlyðŸ¥°,Positive
Washing Machine,Male,English,LG-Inverter-Fully-Automatic-Washing,Thanks Amazon And LG For Making It Available Online Though It Has Some Less Features So As Price.I Am Happy To Have Some Less Features For It's Longevity.Less Sensors More Life And That's Really Good.,Positive
Washing Machine,Male,English,LG-Inverter-Fully-Automatic-Washing,Very good value of price,Positive
Washing Machine,Male,English,LG-Inverter-Fully-Automatic-Washing,We need to ensure care when door is to be closed. It needs little bit firm closure. Otherwise it's the best.,Positive
Washing Machine,Male,English,LG-Inverter-Fully-Automatic-Washing,"The product is very good & original as described, but theExchange is not as fair as a small rust in the corner of my old machine, they reduced 700Rs from the agreed exchange value or I have to return the whole product.",Positive
Washing Machine,Male,English,LG-Inverter-Fully-Automatic-Washing,Just using it from a month ago.Performance is well.Sounds quite low.Hope it will not rust from edges as my old LG got rusted and only due to it I have to buy new one.Services from LG are horribly poor as technician will charge heavy without satisfying you.I would like to ask from manufacturer that can I laminate it from watery areas for avoiding rust.,Negative
Washing Machine,Male,English,LG-Inverter-Fully-Automatic-Washing,"Functionality good, silent and efficient",Positive
Washing Machine,Female,English,LG-Inverter-Fully-Automatic-Washing,Nice product.. very useful,Positive
Washing Machine,Male,English,LG-Inverter-Fully-Automatic-Washing,Best performance,Positive
Washing Machine,Male,English,LG-Inverter-Fully-Automatic-Washing,Good quality and comfortable,Positive
Washing Machine,Male,English,LG-Inverter-Fully-Automatic-Washing,Good one,Neutral
Washing Machine,Male,English,LG-Inverter-Fully-Automatic-Washing,"Size OK for 4-6 member, using it since 1 year and no issues found",Neutral
Washing Machine,Male,English,LG-Inverter-Fully-Automatic-Washing,The best washing machine at this price point. Great service by amazon and LG.,Positive
Washing Machine,Male,English,LG-Inverter-Fully-Automatic-Washing,It is a good and compact machine but may be not suitable for big family.,Neutral
Washing Machine,Male,English,LG-Inverter-Fully-Automatic-Washing,Working well for more than 4 months. Installation by company was good.,Positive
Washing Machine,Male,English,LG-Inverter-Fully-Automatic-Washing,"The media could not be loaded.
  
 
 
 
 Great washing machine with excellent performance, but the anti-rat cover quality needs improvement.Installation service was delayed because Amazon didnâ€™t book it initially, so I had to contact customer care to get the LG number for scheduling.Delivery was fast and efficient, but I was asked to pay a 100-rupee tip because my house wasnâ€™t roadside, which was unexpected.",Positive
Washing Machine,Male,English,LG-Inverter-Fully-Automatic-Washing,Performance of the year is very good ðŸ‘ must go for it,Neutral
Washing Machine,Male,English,LG-Inverter-Fully-Automatic-Washing,Best 22740 rupees in big billion days,Positive
Washing Machine,Male,English,LG-Inverter-Fully-Automatic-Washing,No option for drying alone . Also for rincing,Neutral
Washing Machine,Male,English,LG-Inverter-Fully-Automatic-Washing,"Please dont buy any LG washing machine if you want the peace of your mind. Their after sales customer service is pathetic and the issue wont get resolved for months even if the product is under warranty. I had the issue of the touch panel of this machine which is not yet resolved for around a month and the machine is unusable without it. So, spare yourself from the mental agony and stay away from any of the LG products.Edit: Adding two more stars to the review. Finally the issue is resolved and the part is replaced after a month of constant followup. It was more of an issue in part procurement rather than the technician. Technician was quite helpful and explained the issue in detail. LG should consider keeping replacements of their running products readily available.",Neutral
Washing Machine,Male,English,LG-Inverter-Fully-Automatic-Washing,ðŸ‘ðŸ»,Neutral
Washing Machine,Male,English,LG-Inverter-Fully-Automatic-Washing,Nice pack and right time delivery,Neutral
Washing Machine,Male,English,LG-Inverter-Fully-Automatic-Washing,"LG 7kg white washing machine is just awesome.Silently does its work and no one hears any sound. On 1st wash i checked twice if it is really washing cloths or not. Infinity times better than top loading machines. We were using Samsung top load washing machine, it is loud and noisy and cloths get lot wrinkles & damage after few washes.LG front load 7kg is just superb product.",Neutral
Washing Machine,Male,English,LG-Inverter-Fully-Automatic-Washing,Good,Neutral
Washing Machine,Male,English,LG-Inverter-Fully-Automatic-Washing,Very Smooth machine,Neutral
Washing Machine,Male,English,LG-Inverter-Fully-Automatic-Washing,"It would have been easy 4, 5 stars butdelivery was a hassle and alongside that after 48 hours free installation service was cancelled abruptly (I don't remember putting any cancellation request), screws for rat protection plate were missing and some other pest/rat protection parts (to cover holes for drum shipping/transit screw).",Neutral
Washing Machine,Male,English,LG-Inverter-Fully-Automatic-Washing,Value for money and installation completed within 24 hrs,Neutral
Washing Machine,Male,English,LG-Inverter-Fully-Automatic-Washing,Nice product,Neutral
Washing Machine,Male,English,LG-Inverter-Fully-Automatic-Washing,Positive:Good product with Silent in operation. Few options less complicated operations.Negative: Not having enough drum size though your clothes weigh less than 7kg. It takes 3hrs to wash clothes of 7kg in mixed mode sometimes.Shirt collar and dark spot needs to be washed by your hands.Installations people are not that goodDrain pipe is shortIt comes with 16A male power socket so please be aware of it.It needs lengthy water tap sometimes guy who comes for installation he refuses to connect to metal taps,Neutral
Washing Machine,Male,English,LG-Inverter-Fully-Automatic-Washing,Good but timer not accurate otherwise machine works perfect,Positive
Washing Machine,Male,English,LG-Inverter-Fully-Automatic-Washing,product was nice but LG service person didn't explain how to use or any other criteria just opened the package and went,Neutral
Washing Machine,Male,English,LG-Inverter-Fully-Automatic-Washing,Machine is good but the drum size is small. Can hardly accomodate 3 kg clothes against mentioned 7 kg.,Neutral
Washing Machine,Male,English,LG-Inverter-Fully-Automatic-Washing,One among the bests,Neutral
Washing Machine,Male,English,LG-Inverter-Fully-Automatic-Washing,Go for it,Neutral
Washing Machine,Male,English,LG-Inverter-Fully-Automatic-Washing,Good Quality,Neutral
Washing Machine,Male,English,LG-Inverter-Fully-Automatic-Washing,Installation is done little lateWorking fineNo issues,Neutral
Washing Machine,Male,English,LG-Inverter-Fully-Automatic-Washing,"Value for moneyNo noise,installation is also very good.no leakage .Very little vibration .Overall product is very good.Go for it.",Neutral
Washing Machine,Male,English,LG-Inverter-Fully-Automatic-Washing,"Ease of installation, as per the specifications, good product and timely delivery",Positive
Washing Machine,Male,English,LG-Inverter-Fully-Automatic-Washing,"I previously had a Samsung Nano which worked 15 years flawlessly. In this machine I miss some functions of that machine which are as follows:1. Preset modes are there but we can't do temperature control on presets which is a downside.2. Cannot increase or decrease numbers of rinses on presets which is also a downside.3. Only spin function is not there, you have to select rinse plus spin which takes a lot of time and uses extra water.All other things are very good. Does the job well.",Positive
